Modern Dispensing Practices,Techmax,Dhat Shalaka,Pune University,Pharmacy (Ph),1,978-93-5077-323-9,140,modern_dispensing_practices462ef6bc-f223-4a0e-8514-4e609b6a9215.jpg,,,
Pharmaceutical Inorganic Chemistry,Techmax,Sawant S.D,Pune University,Pharmacy (Ph),1,978-93-5077-326-0,210,pharmaceutical_inorganic_chemistry80fcd8b2-b046-490e-9e6d-c23d33fdd7f1.jpg,,,
Pharmaceutics - I,Techmax,Madgulkar Ashwini,Pune University,Pharmacy (Ph),1,978-93-5077-332-1,85,pharmaceutics_-_i6ebc5677-df6a-4cae-867f-09c6b3d0e713.jpg,,,
Thermodynamics,Techmax,Singhal B. L.,Pune University,Mechanical Engg (ME),3,978-93-5077-238-6,425,thermodynamicsef8a1fa7-a2e0-4bb7-b47e-eb123a4efb9f.jpg,,,
Data Structure USing C++,Techmax,Tikar Kiran,Pune University,Master of Computer Application (MCA),3,978-93-5077-331-4,195,data_structure_using_c++b865106f-62cf-465b-9be3-087b78a6bfb3.jpg,,,
Engineering Mathematics III,Techmax,Mitkari Santosh,Pune University,Mechanical Engg (ME),3,978-93-5077-278-2,135,engineering_mathematics_iii289cdf39-f258-40ad-a45c-6018b80f501b.jpg,,,
Manufacturing Process I,Techmax,Arora R.P.,Pune University,Mechanical Engg (ME),3,978-93-5077-227-0,325,manufacturing_process_i843acb5e-3a58-40fe-a1db-3f51d25225e0.jpg,,,
Discrete Structures,Techmax,Sultania Dilip Kumar,Pune University,Comp. Sc. Engg (CSE),3,978-93-5077-337-6,265,discrete_structures620fe600-eed2-4e24-a360-c4432fd8860b.jpg,,,
Human Anatomy & Physiology - I,Techmax,Chandrashekhar D Upasani,Pune University,Pharmacy (Ph),1,978-93-5077-344-4,180,human_anatomy_&_physiology_-_ide3f20eb-9ca3-4623-b096-400c987467e4.jpg,,,
At a Glance Pharma Entrance Exams,Techmax,Patil  Rajendra  B,Pune University,Pharmacy (Ph),1,978-81-8492-744-3,250,at_a_glance_pharma_entrance_exams374d017f-3d8c-409f-9dd9-df577579f3a0.jpg,,,
Discrete Structures,Techmax,Ranjan Nihar,Pune University,Comp. Sc. Engg (CSE),3,978-93-5077-351-2,135,discrete_structuresb48be847-5292-4e4f-821c-11636fee4901.jpg,,,
Telecommunication Switching System,Techmax,Joshi Jayashri,Pune University,E & TC (ECE/E & TC),8,978-93-5077-188-0,395,telecommunication_switching_systemcc75337c-e188-4dca-8400-2169610bb721.jpg,,,
Business Statistics,Techmax,Phatak Girish G.,Pune University,Business Management (MBA),3,81-P372,350,business_statisticsa3729c5d-dca1-4da7-bace-5c3c94d02abe.jpg,,,
Automobile Engineering,Techmax,Momin Gaffar,Pune University,Mechanical Engg (ME),7,978-93-5077-355-0,185,automobile_engineeringe540cb5b-cf69-4bb8-9690-5f54565251f2.jpg,,,
Communication Engineering,Techmax,Katre J. S.,Pune University,E & TC (ECE/E & TC),3,,315,communication_engineering7a38cff5-cd5b-4e23-a315-5b139673c5b3.jpg,,,
Pharmaceutical Organic Chemistry - I,Techmax,Kalyani D Asgaonkar,Pune University,Pharmacy (Ph),1,978-93-5077-359-8,225,pharmaceutical_organic_chemistry_-_ifce98620-17b1-4ab4-a95b-9dd8e5eebb77.jpg,,,
Automobile Engineering,Techmax,Momin Gaffar,Pune University,Mechanical Engg (ME),7,978-93-5077-355-0,185,automobile_engineering89d097f1-609f-444a-b2c4-b5be25e10699.jpg,,,
Communication and Soft Skill Development,Techmax,Kulkarni S.,Pune University,Pharmacy (Ph),1,978-93-5077-371-0,180,communication_and_soft_skill_developmentfdc4c6e8-a55a-4b51-a090-1c876ffe888d.jpg,,,
Structural Design II,Techmax,Chhawsaria Govind,Pune University,Civil Engg (CIVIL),6,978-81-8407-565-6PE82A,370,structural_design_iicf0a1e34-d6c3-4e97-bd90-31f85b1d12e4.jpg,,,
Foundation Engineering,Techmax,Phadke V.  R.,Pune University,Civil Engg (CIVIL),6,978-81-8492-976-8,335,foundation_engineering9387dfa2-4f28-4977-820e-b9266b47162e.jpg,,,
Software Engineering,Techmax,Ansari M. A.,Pune University,Comp. Sc. Engg (CSE),6,81-P539,255,software_engineeringd6cc4cd8-ec29-4a6f-9344-91194942bb63.jpg,,,
Principle Of Programming Languages,Techmax,Mane Deepak T.,Pune University,Comp. Sc. Engg (CSE),6,81-P531,365,principle_of_programming_languagesb8e7ed62-803f-488d-ae92-b4715d424e80.jpg,,,
Computer Networks,Techmax,Katre J. S.,Pune University,Comp. Sc. Engg (CSE),6,81-P504,385,computer_networksfc326b6e-d334-4d4b-8953-bc0daccd2b55.jpg,,,
Finanace & Management Information System,Techmax,Kulkarni S.,Pune University,Comp. Sc. Engg (CSE),6,81-P488,285,finanace_&_management_information_system731529f9-6534-4b61-b0f2-c0dd10606d1e.jpg,,,
Principles of Programming Languages,Techmax,Desai Sharmishta,Pune University,Comp. Sc. Engg (CSE),6,978-81-8407-573-1PE84A,200,principles_of_programming_languages818f1574-856b-4050-92d7-46579d7b6089.jpg,,,
System Programming and Operating  System,Techmax,Sultania Dilip Kumar,Pune University,Comp. Sc. Engg (CSE),6,81-P509,345,system_programming_and_operating__system5a85718a-a02f-40e8-9dc3-6ba4b97882e0.jpg,,,
Distributed Operating Systems,Techmax,Ansari M. A.,Pune University,Comp. Sc. Engg (CSE),8,978-81-8492-641-5P561,335,distributed_operating_systems8a570efb-f7c6-4ee6-bad0-0959ff0d107b.jpg,,,
Advanced computer Architecture,Techmax,Narula Harish,Pune University,Comp. Sc. Engg (CSE),8,978-81-8492-653-8P562,245,advanced_computer_architectureb4b81108-674a-4dd4-ab45-9832a33f66e3.jpg,,,
Industrial Management,Techmax,Kulkarni S.,Pune University,E & TC (ECE/E & TC),6,81-P556,335,industrial_managementc3b3ae9b-b976-4b45-8568-34230dd21fef.jpg,,,
System Programming and Operating Systems,Techmax,Sultania Dilip Kumar,Pune University,E & TC (ECE/E & TC),6,81-P508,335,system_programming_and_operating_systems14031e61-fed9-40b2-bae7-f9620d85e07f.jpg,,,
Computer Organization & Architecture,Techmax,Sultania Dilip Kumar,Pune University,E & TC (ECE/E & TC),6,81-P523,455,comp._org._&_architecture7a0405d6-e7ea-46a8-aea1-e0009f58e389.jpg,,,
Wave Theory and Antenna,Techmax,Wali Sandeep,Pune University,E & TC (ECE/E & TC),6,81-P548,435,wave_theory_and_antennadc6224e5-772a-4e9e-881d-f325e8e8789e.jpg,,,
Optical Fiber Communication,Techmax,Kalavar Anasuya,Pune University,E & TC (ECE/E & TC),8,978-81-8492-951-5,385,optical_fiber_communicationb43a6222-fc70-4626-a3f8-5d37a75edcb7.jpg,,,
Utilization of electrical Energy,Techmax,Talange D.B.,Pune University,Electrical Engg (ELE),6,978-81-8492-039-0P553,235,utilization_of_electrical_energyc1bc514e-3233-49a4-8aa2-303b91a48b25.jpg,,,
Design of Electrical Machines,Techmax,Chaudhari M.A.,Pune University,Electrical Engg (ELE),6,978-93-5077-154-9,270,design_of_electrical_machines706f46ba-ab05-417c-9364-e0e96ad07fa6.jpg,,,
Human Computer Interaction And Usability,Techmax,Borde Santosh P.,Pune University,Info. Tech (IT),6,81-P502,250,human_computer_interaction_and_usability5fa690e6-01ac-4f36-a1fc-e07f133a56d0.jpg,,,
Management  Information Systems,Techmax,Diana Saroj K.,Pune University,Info. Tech (IT),6,81-P524,315,management__information_systems159f195d-6ffa-4fd0-9b38-87661b4ea0b6.jpg,,,
Programming Paradigms,Techmax,Mane Deepak T.,Pune University,Info. Tech (IT),6,81-P530,365,programming_paradigms6bfc39a9-a525-4a49-a175-8b13975d3768.jpg,,,
Design & Analysis of Algorithms,Techmax,Redekar Suraj,Pune University,Info. Tech (IT),6,978-81-8492-633-0,330,design_&_analysis_of_algorithmsc34039f2-0cbf-49fa-aaf6-a6262a61de11.jpg,,,
System Software Programming,Techmax,Sultania Dilip Kumar,Pune University,Info. Tech (IT),6,81-P510,345,system_software_programming07646b09-9866-4c5d-a6bb-02d877ba9def.jpg,,,
Distributed System,Techmax,Medhane Darshan,Pune University,Info. Tech (IT),8,978-81-8492-070-3P555,295,distributed_systeme9deb284-77d5-405d-a73e-8e16709806bf.jpg,,,
Information Retrieval,Techmax,Sultanpure Kavita,Pune University,Info. Tech (IT),8,978-81-8492-053-6P554,265,information_retrieval5d4bf9b3-9e01-40ac-91e8-5e1839833762.jpg,,,
Mechatronics,Techmax,Ashokkumar C.P.,Pune University,Mechanical Engg (ME),6,81-P550,355,mechatronics31e33cc7-db65-482e-8e14-15b7d79f541c.jpg,,,
Metrology & Quality Control,Techmax,Auti A. B,Pune University,Mechanical Engg (ME),6,81-P540,345,metrology_&_quality_controlcc489051-d3e1-4f66-90c2-fc406ccda553.jpg,,,
Machine Design - II,Techmax,Patil R. B.,Pune University,Mechanical Engg (ME),6,81-P514,575,machine_design_-_ii5788a8dc-67cb-4c39-b9ac-99c9410b82d8.jpg,,,
Refrigeration & Air Conditioning,Techmax,Singhal B. L.,Pune University,Mechanical Engg (ME),6,81-P497,400,refrigeration_&_air_conditioning0ae19a98-4881-438a-b8b7-5e041a911df5.jpg,,,
Turbo Machines,Techmax,Singhal B. L.,Pune University,Mechanical Engg (ME),6,81-P496,400,turbo_machinesb9ded900-2c5a-4c5f-8a26-1eee1218c2a7.jpg,,,
Management Information Systems,Techmax,Kulkarni S.,Pune University,Mechanical Engg (ME),8,978-81-8492-985-0,245,management_information_systems7ef0f7a0-c66f-490f-aaa8-21e6541c0d2f.jpg,,,
Mechanical System Design,Techmax,Patil R. B.,Pune University,Mechanical Engg (ME),8,978-81-8492-974-4,500,mechanical_system_designb63ef431-1370-4ea5-92d0-4a4ba8b8b5ee.jpg,,,
Power Plant Engineering,Techmax,Singhal B. L.,Pune University,Mechanical Engg (ME),8,978-81-8492-953-9,415,power_plant_engineering67c3ba72-90ff-4785-b9e6-6ebfc7a4fc5e.jpg,,,
Optical Fiber Communication,Techmax,Kalavar Anasuya,Pune University,E & TC (ECE/E & TC),8,978-81-8492-951-5,385,optical_fiber_communication06b7d421-2b1d-402a-a9ee-ea5d7df99e6d.jpg,,,
Automobile Engineering,Techmax,Momin Gaffar,Pune University,Mechanical Engg (ME),7,978-93-5077-355-0,185,automobile_engineeringabb5c784-d967-4636-b23f-a45990682999.jpg,,,
Software Engineering,Techmax,Ansari M. A.,Pune University,Comp. Sc. Engg (CSE),6,81-P539,255,software_engineering163100c3-25e1-4e81-a6e1-d1bd2dab1d01.jpg,,,
Communication Engineering,Techmax,Katre J. S.,Pune University,E & TC (ECE/E & TC),3,,315,communication_engineeringe95e00d8-5d1f-4fc6-9061-7c471cc15cb5.jpg,,,
Basic Mechanical Engineering,Techmax,Patil R. B.,Pune University,First Year Engg (FE),2,978-93-5077-158-7,415,basic_mechanical_engineering145282aa-00a0-4857-956b-2896c43f0caa.jpg,,,
Fundamentals of Programming Languages II,Techmax,Sultanpure Kavita,Pune University,First Year Engg (FE),2,978-93-5077-161-7,300,fundamentals_of_programming_languages_ii35532342-5ff4-440a-a1cf-b9c195da64af.jpg,,,
Fluid Mechanics I,Techmax,Jain Indrajeet M.,Pune University,Civil Engg (CIVIL),4,978-93-5077-413-7,595,fluid_mechanics_i5b8f7e6a-218d-4889-a5a8-9bab3aa0696c.jpg,,,
Concrete Technology,Techmax,Jain Indrajeet M.,Pune University,Civil Engg (CIVIL),4,978-93-5077-446-5,295,concrete_technology0184c3f8-898f-4f0c-b235-79f4a9c1a01c.jpg,,,
Applied Thermodynamics,Techmax,Singhal B. L.,Pune University,Mechanical Engg (ME),4,978-93-5077-415-1,425,applied_thermodynamics4187606c-c33c-472f-95be-895792add128.jpg,,,
Theory of Machines - I,Techmax,Sayyed F.B.,Pune University,Mechanical Engg (ME),4,978-93-5077-422-9,595,theory_of_machines_-_ie4437e7c-f4f1-462c-9647-ed4adbdfd108.jpg,,,
Electronics and Electrical Engineering,Techmax,Katre J. S.,Pune University,Mechanical Engg (ME),4,978-93-5077-441-0,495,electronics_and_electrical_engineering5cf0de0f-80f6-4a03-bc10-5db1b21dd233.jpg,,,
Engineering Metallurgy,Techmax,Deshpande Sunil,Pune University,Mechanical Engg (ME),4,978-93-5077-424-3,385,engineering_metallurgy9eb48667-ee4c-404d-a4f6-a7eb83a4b08e.jpg,,,
Processor Architecture & Interfacing,Techmax,Shah Urvashi S.,Pune University,Info. Tech (IT),4,978-93-5077-416-8,595,processor_architecture_&_interfacingc420fe32-5a5b-45ed-b544-ff0301d86a5b.jpg,,,
Data Structures & Files,Techmax,Sultania Dilip Kumar,Pune University,Info. Tech (IT),4,978-93-5077-429-8,565,data_structures_&_files1fcac77d-0e89-421a-9c15-705e15e4baa6.jpg,,,
Foundations of Computer Network,Techmax,Katre J. S.,Pune University,Info. Tech (IT),4,978-93-5077-435-9,495,foundations_of_computer_networke67d21e1-9346-4397-9ff2-c8537da02688.jpg,,,
Computer Organization,Techmax,Sultania Dilip Kumar,Pune University,E & TC (ECE/E & TC),4,978-93-5077-418-2,425,computer_organizationc2874435-2be3-4b18-9af7-1aa4d4bcd189.jpg,,,
Integrated Circuits,Techmax,Katre J. S.,Pune University,E & TC (ECE/E & TC),4,978-93-5077-434-2,465,integrated_circuitsd6356fc9-ed6b-4c05-873e-cb225b703206.jpg,,,
Analog Communication,Techmax,Katre J. S.,Pune University,E & TC (ECE/E & TC),4,978-93-5077-433-5,495,analog_communicationf433c9a4-3ebc-46cf-82b1-e42786b6f52a.jpg,,,
Fundamentals of Microprocessor & Microcontroller,Techmax,Shah Urvashi S.,Pune University,Electrical Engg (ELE),4,978-93-5077-440-3,595,fundamentals_of_microprocessor_&_microcontroller907b99b1-19d8-40d5-a1df-1b0a772c42e8.jpg,,,
Power System I,Techmax,Bankar Deepak S.,Pune University,Electrical Engg (ELE),4,978-93-5077-430-4,285,power_system_i5fda6bbd-d7a8-4fc8-b5b2-f68600e1d353.jpg,,,
Network analysis,Techmax,Katre J. S.,Pune University,Electrical Engg (ELE),4,978-93-5077-445-8,595,network_analysis7c74f0ee-023d-4552-af0a-0a51fb86a113.jpg,,,
Electrical Machines I,Techmax,Katre J. S.,Pune University,Electrical Engg (ELE),4,978-93-5077-452-6,395,electrical_machines_idce3faa6-3894-4cbc-a31e-c189820a7886.jpg,,,
Numerical Methods and Computer Programming,Techmax,Auti A. B,Pune University,Electrical Engg (ELE),4,978-93-5077-457-1,495,numerical_methods_and_computer_programmingaeea9fd2-78f6-4892-82eb-38e2f2a7660e.jpg,,,
Microprocessors and Interfacing Techniques,Techmax,Shah Urvashi S.,Pune University,Comp. Sc. Engg (CSE),4,978-93-5077-428-1,595,microprocessors_and_interfacing_techniquesaa85c264-5d24-4df6-912b-e20767dde663.jpg,,,
Object Oriented and Multi-Core Programming,Techmax,Medhane Darshan,Pune University,Comp. Sc. Engg (CSE),4,978-93-5077-442-7,435,object_oriented_and_multi-core_programming2404604a-9071-4a2a-84a2-08103998cf6c.jpg,,,
Computer Organization,Techmax,Sultania Dilip Kumar,Pune University,E & TC (ECE/E & TC),4,978-93-5077-418-2,425,computer_organizationb683030e-8af3-4170-9a1f-da8e5e2b9dc7.jpg,,,
Computer Graphics and Gaming,Techmax,Pawale Sanjesh,Pune University,Comp. Sc. Engg (CSE),4,978-93-5077-412-0,495,computer_graphics_and_gaming7ccc5546-4904-4a5b-b0fa-c114091d178b.jpg,,,
Engineering Maths - III,Techmax,Mitkari Santosh,Pune University,Comp. Sc. Engg (CSE),4,978-93-5077-467-0,495,engineering_maths_-_iii2b97985a-8831-409c-9247-b3c68c567ce5.jpg,,,
Structural Analysis - I,Techmax,Shinde Tukaram,Pune University,Civil Engg (CIVIL),4,978-93-5077-439-7,465,structural_analysis_-_i3c4c1f74-1e0e-4d0d-9402-b6183f9264e6.jpg,,,
Concrete Technology,Techmax,Jain Indrajeet M.,Pune University,Civil Engg (CIVIL),4,978-93-5077-446-5,295,concrete_technologyb15016fa-0931-4b04-b86e-ff3138878265.jpg,,,
Structural Analysis - I,Techmax,Shinde Tukaram,Pune University,Civil Engg (CIVIL),4,978-93-5077-439-7,465,structural_analysis_-_i7eb0da72-4d49-4efc-9727-0ab9ccde0de5.jpg,,,
Computer Networks,Techmax,Katre J. S.,Pune University,Comp. Sc. Engg (CSE),6,81-P504,385,computer_networks09cdedc0-ddee-47f5-b1fc-37d5fff43da8.jpg,,,
Analog Communication,Techmax,Katre J. S.,Pune University,E & TC (ECE/E & TC),4,978-93-5077-433-5,495,analog_communication099433d7-64e4-4d54-b53a-9ce328bdf870.jpg,,,
8051 Microcontroller & Embedded System,Techmax,Kukre Vijay N.,Pune University,Computer Science (B.Sc.Comp.),2,81- P298,210,8051_microc._&_embedded_system1f938d02-0a66-4765-b852-e1e0f5e0760b.jpg,,,
Object Orienented Concepts & Programming in C++,Techmax,Pawar Alok,Pune University,Computer Science (B.Sc.Comp.),2,81-P505,285,object_orien.con.&prog_in_c3856c997-8e9a-4e68-b946-c78529212f38.jpg,,,
Computational Geometry,Techmax,Langote U. B.,Pune University,Computer Science (B.Sc.Comp.),2,81-P506,210,computational_geometry1a525f5d-6ca2-46f6-a4f7-520ce8aa0ff6.jpg,,,
Digital Signal Processing,Techmax,Katre J. S.,Pune University,Computer Science (B.Sc.Comp.),2,81-P520,170,digital_signal_processinga856029e-e4c1-4956-8a9e-37c09957ce26.jpg,,,
Business Application,Techmax,Kulkarni S.,Pune University,Computer Science (B.Sc.Comp.),4,978-81-8492-006-2,185,business_application6414bf4d-6fba-4c2f-ba1c-f4ee5f2a987a.jpg,,,
Computer Networks - II,Techmax,Katre J. S.,Pune University,Computer Science (B.Sc.Comp.),4,81-P480,160,computer_networks_-_ii8e2e1c93-fe3f-4120-9369-e8f957a181da.jpg,,,
Web Development & PHP Programming II,Techmax,Padmawar Neelima V.,Pune University,Computer Science (B.Sc.Comp.),4,81-P492,180,web_deve._&_php_prog._iie527cf5f-80af-4d67-9799-3d198aff5e84.jpg,,,
Programming In Java - II,Techmax,Padmawar Neelima V.,Pune University,Computer Science (B.Sc.Comp.),4,81-P515,200,programming_in_java_-_ii9cfffacb-0dfc-4726-bf5c-0378994952fc.jpg,,,
Systems Programming &Operating Systems II,Techmax,Patil Sharada,Pune University,Computer Science (B.Sc.Comp.),4,81-P516,240,syst.prog_&operating_syst._iicd010c4b-1baf-4d0b-bb96-383cb0fd115b.jpg,,,
Theoretical Computer Science & Compiler Construction II,Techmax,Patil Sharada,Pune University,Computer Science (B.Sc.Comp.),4,81-P519,235,tcs.&_compiler_construction_ii21ea31b6-0074-4869-b141-5cf0779e3546.jpg,,,
Object Oriented Programming with C++,Techmax,Alok Pawar,Pune University,Master of Computer Application (MCA),2,978-93-5077-180-8,245,object_oriented_programming_with_c++3c4b71b2-264e-4008-8251-a6fa943a3434.jpg,,,
Operating System Concepts,Techmax,Sultania Dilip Kumar,Pune University,Master of Computer Application (MCA),2,978-93-5077-171-6,160,operating_system_concepts377eddfd-fde9-4e8e-a798-ed5312d634a9.jpg,,,
Management Information System & BI,Techmax,Padmawar Neelima V.,Pune University,Master of Computer Application (MCA),2,978-93-5077-192-1,135,management_information_system_&_bib1d254dc-596e-40b5-bc8e-b7f297dc151f.jpg,,,
Enterprise Resource Planning,Techmax,Kulkarni S.,Pune University,Master of Computer Application (MCA),2,978-81-8407-897-8PME5A,130,enterprise_resource_planningc39bbb20-bf94-4485-b38b-9444f9f1f77a.jpg,,,
Procedure Oriented Programming using C,Techmax,Kulkarni S.,Pune University,Bachelor of Computer Application (BCA),2,978-93-5077-409-0,260,procedure_oriented_programming_using_cd1e02de1-87fc-48ce-8201-d2e287fc892e.jpg,,,
Database Management Systems,Techmax,Kulkarni S.,Pune University,Bachelor of Computer Application (BCA),2,978-93-5077-417-5,160,database_management_systemsa38b3f75-987c-44a5-bc05-534fa8cb8620.jpg,,,
E-Commerce Concepts,Techmax,Alok Pawar,Pune University,Bachelor of Computer Application (BCA),2,978-93-5077-426-7,100,e-commerce_concepts1f736a5e-0954-4726-a33a-625177355cd3.jpg,,,
Engineering Metallurgy (Lab Manual),Techmax,Deshpande Sunil,Pune University,Mechanical Engg (ME),4,978-93-5077-425-0,75,engineering_metallurgy(lab_manual)acf8d01d-19e5-4e44-b8d4-8c63dc00331f.jpg,,,
Organizational Behavior,Techmax,Kulkarni S.,Pune University,Bachelor of Computer Application (BCA),2,978-93-5077-432-8,110,organizational_behavior01de71a4-43ea-47bc-a147-41322b211b4e.jpg,,,
Engineering Chemistry,Techmax,Walekar V. K.,Pune University,First Year Engg (FE),2,978-93-5077-058-0,370,engineering_chemistry5d65e109-214f-42a5-b362-33137ecadd6c.jpg,,,
Testing of Materials (Lab Manual),Techmax,Sajjan V  Wagh,Pune University,Civil Engg (CIVIL),4,978-93-5077-444-1,95,testing_of_materials_(lab_manual)7a6a84d8-4f95-4cca-a8bd-fe6e1ef7ece0.jpg,,,
Elements of Statistics,Techmax,Phatak Girish G.,Pune University,Bachelor of Computer Application (BCA),2,978-93-5077-443-4,130,elements_of_statistics6537bf1b-227e-4840-8eb3-142bf7233750.jpg,,,
Engineering Physics,Techmax,Nandi K. C.,Pune University,First Year Engg (FE),2,978-93-5077-063-4,370,engineering_physics3337f3e3-a092-466d-b72e-8097c254bd81.jpg,,,
Basic Electrical Engineering,Techmax,Katre J. S.,Pune University,First Year Engg (FE),2,978-93-5077-061-0,330,basic_electrical_engineering1113c71f-0964-42b0-a759-a39022a9d725.jpg,,,
Basic Electronics Engineering,Techmax,Katre J. S.,Pune University,First Year Engg (FE),2,978-93-5077-057-3,330,basic_electronics_engineering24339a99-5e14-43af-bac4-d566d55a9365.jpg,,,
Introduction To Systems Programming & Operating System,Techmax,Patil Sharada,Pune University,Bachelor of Computer Application (BCA),6,81-P499,215,introduction_to_system.prog._&_operating_systema1054106-19b1-4c8b-99db-ea4464129442.jpg,,,
Architectural Planning and Design of Buildings,Techmax,Sajjan V  Wagh,Pune University,Civil Engg (CIVIL),4,978-93-5077-448-9,275,architectural_planning_and_design_of_buildingsaa4f0add-1e25-4c22-9ee8-be63cfdf5fa0.jpg,,,
Electrical Machines-I,Techmax,Katre J. S.,Pune University,Electrical Engg (ELE),4,,0,electrrical_machines-i10eecf5d-fcc4-4dbb-a8ce-bc7048d5fd58.jpg,,,
Engineering Geology,Techmax,Hulsure Vishal,Pune University,Civil Engg (CIVIL),4,978-93-5077-454-0,225,engineering_geology95f834db-2ef6-4831-8f69-fa7df9a7e5c2.jpg,,,
Java Programming,Techmax,Pawar Alok,Pune University,Master of Computer Application (MCA),4,978-93-5077-461-8,245,java_programming999f3d13-ca55-49d1-bcbe-491367694113.jpg,,,
Mobile Computing,Techmax,Jain Parita,Pune University,Master of Computer Application (MCA),4,978-93-5077-463-2,195,mobile_computing2da214c8-779e-44df-9cd4-eb6d32e1d4df.jpg,,,
Optimization Technique,Techmax,Kale Vaibhav,Pune University,Master of Computer Application (MCA),4,978-93-5077-464-9,185,optimization_technique0346632c-090e-4e91-b6a4-603894f15d56.jpg,,,
Information Security and Audit,Techmax,Padmawar Neelima V.,Pune University,Master of Computer Application (MCA),4,978-93-5077-476-2,140,information_security_and_auditdfb2849c-43a3-40af-93ee-e325596c6db7.jpg,,,
Basic Electrical Engineering,Techmax,Katre J. S.,Pune University,First Year Engg (FE),2,978-93-5077-061-0,330,basic_electrical_engineering90b8ae02-9867-4244-8a94-aa1dca084114.jpg,,,
Human Anatomy & Physiology II,Techmax,Chandrashekhar D Upasani,Pune University,Pharmacy (Ph),2,978-93-5077-489-2,140,human_anatomy_&_physiology_ii8cc9885b-cf73-42ea-b0aa-6cc0407b14fd.jpg,,,
Pharmaceutics II,Techmax,Madgulkar Ashwini,Pune University,Pharmacy (Ph),2,978-93-5077-492-2,90,pharmaceutics_ii752fd011-788b-4247-b809-8362d9ebdcf9.jpg,,,
Design & Analysis of Algorithms,Techmax,Alok Pawar,Pune University,Master of Computer Application (MCA),4,978-93-5077-497-7,145,design_&_analysis_of_algorithms718766d0-1681-4115-8a39-11c5cd8b68a6.jpg,,,
Pharmaceutical Organic chemistry II,Techmax,Kalyani D Asgaonkar,Pune University,Pharmacy (Ph),2,978-93-5077-505-9,150,pharmaceutical_organic_chemistry_iie24e7029-5740-42d1-bad5-0b1a0d1c3ad0.jpg,,,
Pharmacognosy,Techmax,Abhyankar Mukta,Pune University,Pharmacy (Ph),2,978-93-5077-508-0,150,pharmacognosyb6cc0bba-7d79-4fe0-81bb-862dcba90bf6.jpg,,,
High Voltage Engineering,Techmax,Chaudhari M.A.,Pune University,Electrical Engg (ELE),8,978-93-5077-510-3,235,high_voltage_engineering41440fce-f5b0-4707-82ef-068d47f0bdbc.jpg,,,
Pharmaceutical Analysis I,Techmax,Khandelwal K. R.,Pune University,Pharmacy (Ph),2,978-93-5077-512-7,140,pharmaceutical_analysis_ia71b5c0f-925c-45d8-a192-ae56f985c017.jpg,,,
Dosage Form Design,Techmax,Dhat Shalaka,Pune University,Pharmacy (Ph),2,978-93-5077-511-0,200,dosage_form_designdb9c928e-468a-4d9a-aacc-cfb6fd6065e2.jpg,,,
Engineering Chemistry,Techmax,Walekar V. K.,Pune University,First Year Engg (FE),2,978-93-5077-058-0,370,engineering_chemistrya659684b-be74-4307-a69e-829300911565.jpg,,,
Statistical Process Control With Applications,Techmax,Banerjee Basudev,Pune University,Common to All Branches,0,978-93-5077-526-4,700,statistical_process_control_with_applications7be559a4-eb2b-4a21-b611-9bbaa05a0694.jpg,,,
Java Programming,Techmax,Pawar Alok,Pune University,Master of Computer Application (MCA),4,978-93-5077-461-8,245,java_programming025aad2d-8060-4755-8f2f-e2b81b0778d2.jpg,,,
ELECTRICAL MAINTENANCE,Nirali,"M A CHAUDHARY,",Pune University,,,,65,N0171.jpg,Fifth,178,"Part I 1 Symbols Used InElectric Circuit 2 Circuit Diagram And Panel Writing Diagram 3 Fuses 4 Conductors, Guage of Conductor, Insulators, Semiconductors & High Resistance Heating Elements 5 Types of Wires & Wiring Accessories 6 Writing System 7 House Wriing, Godown Wiring, H. T. Wiring Diagrams & Rules 8 Undergraound Cables 9 Iiiumination 10 Electrical Appliances Part II 1 Transformers 2 Single Phase Motors 3 Theory of Roatating Magnetic Field and 3-Phase Induction Motors 4 Synchronous Motors 5 Measuring Instruments 6 Electric Heating 7 Parallel Operation of 3-Phase Alternators 8 H V Substation 9 Maintenance 10 Miscellaneous"
UNIT OPERATIONS-I,Nirali,"KA GAVHANE,",Pune University,,,,280,N0767.jpg,Twenty Third,338,Introduction - Size Reduction - Size Separation of Solids - Methods of Separation of Solids based on Specific Properties - Filtration and Sedimentation - Mixing - Flow of Fluids - Transportation of Fluids - Appendix - I - Try Yourself - Appendix - II - velocity Boundary Layer
INTRODUCTION TO PROCESS CALCULATIONS (STOICHIOMETRY),Nirali,"KA GAVHANE,",Pune University,,,,450,N0768.jpg,Twenty Eight,520,Units and Dimensions - Basic Chemical Calculations - Material Balances Without Chemical Reactions - Material Balances with Chemical Reaction - Recycle Operations - Enery Balances - Stoichiometric Aspects of Unit Operations - Combustion
UNIT OPERATIONS-II,Nirali,"KA GAVHANE,",Pune University,,,,340,N0901.jpg,Twenty Seventh,443,Introduction - Conduction - Convection - Radiation - Heat Exchange Equipments - Evaporation - Diffusion - Distillation - Gas Absorption - Liquid Liquid Extraction - Crystallisation - Drying - Appendix I Try yourself - Appendix II Thermal conductivity data - Appendix III Steam tables
PROCESS INSTRUMENTATION AND CONTROL,Nirali,"AP KULKARNI,",Pune University,,,,275,N0904.jpg,Fifteenth,410,Fundamentals of Process Instrumentation - Temperature Measuring Instruments - Pressure and Strain Measurements - Level Measuring Instruments - Flow Measuring Instruments - Instrumental Methods of Chemical Analysis - Fundamentals of Process Dynamics - Feedback Control Systems - Exercises
